Sample,Timestamp,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term
934,934.06,1313.57,1313.56,-0.01,8.5,-0.4,13.7,-4.8,-0.0,-0.0
935,935.11,1313.56,1313.56,0.00,15.6,0.0,13.7,1.9,-0.0,-0.0
936,936.08,1313.55,1313.56,0.01,15.9,0.4,13.7,1.9,-0.0,-0.0
937,937.05,1313.59,1313.56,-0.02,11.0,-0.7,13.7,-1.9,-0.0,-0.0
938,938.08,1313.56,1313.56,0.00,15.5,0.0,13.6,1.9,-0.0,-0.0
939,939.04,1313.55,1313.56,0.01,14.0,0.4,13.6,0.0,-0.0,-0.0
940,940.08,1313.57,1313.56,-0.01,10.4,-0.4,13.6,-2.9,-0.0,-0.0
941,941.11,1313.59,1313.56,-0.02,13.8,-0.7,13.6,1.0,-0.0,-0.0
942,942.08,1313.57,1313.56,-0.01,13.2,-0.4,13.6,0.0,-0.0,-0.0
943,943.04,1313.57,1313.56,-0.01,14.2,-0.4,13.6,1.0,-0.0,-0.0
944,944.09,1313.56,1313.56,0.00,12.6,0.0,13.6,-0.9,-0.0,-0.0
945,945.06,1313.57,1313.56,-0.01,14.2,-0.4,13.6,0.9,-0.0,-0.0
946,946.10,1313.56,1313.56,0.00,14.5,0.0,13.6,1.0,-0.0,-0.0
947,947.07,1313.59,1313.56,-0.02,11.9,-0.7,13.6,-0.9,-0.0,-0.0
948,948.04,1313.55,1313.56,0.01,14.9,0.4,13.6,0.9,-0.0,-0.0
949,949.09,1313.56,1313.56,0.00,13.6,0.0,13.6,0.0,-0.0,-0.0
950,950.05,1313.60,1313.56,-0.04,8.6,-1.1,13.5,-3.8,-0.0,-0.0
951,951.09,1313.56,1313.56,0.00,12.6,0.0,13.5,-1.0,-0.0,-0.0
952,952.07,1313.57,1313.56,-0.01,13.1,-0.4,13.5,0.0,-0.0,-0.0
953,953.11,1313.60,1313.56,-0.04,9.6,-1.1,13.5,-2.8,-0.0,-0.0
954,954.06,1313.56,1313.56,0.00,14.5,0.0,13.5,1.0,-0.0,-0.0
955,955.10,1313.56,1313.56,0.00,11.6,0.0,13.5,-1.9,-0.0,-0.0
956,956.08,1313.51,1313.56,0.05,21.5,1.5,13.5,6.6,-0.0,-0.0
957,957.11,1313.56,1313.56,0.00,15.4,0.0,13.5,1.9,-0.0,-0.0
958,958.08,1313.59,1313.56,-0.02,12.7,-0.7,13.4,0.0,-0.0,-0.0
959,959.04,1313.57,1313.56,-0.01,12.1,-0.4,13.4,-1.0,-0.0,-0.0
960,960.10,1313.55,1313.56,0.01,15.7,0.4,13.4,1.9,-0.0,-0.0
961,961.06,1313.56,1313.56,0.00,14.4,0.0,13.4,0.9,-0.0,-0.0
962,962.11,1313.55,1313.56,0.01,13.8,0.4,13.4,0.0,-0.0,-0.0
963,963.07,1313.57,1313.56,-0.01,13.1,-0.4,13.4,0.0,-0.0,-0.0
964,964.04,1313.55,1313.56,0.01,15.7,0.4,13.4,1.9,-0.0,-0.0
965,965.09,1313.56,1313.56,0.00,12.5,0.0,13.4,-0.9,-0.0,-0.0
966,966.05,1313.56,1313.56,0.00,15.3,0.0,13.4,1.9,-0.0,-0.0
967,967.10,1313.59,1313.56,-0.02,12.7,-0.7,13.4,0.0,-0.0,-0.0
968,968.07,1313.56,1313.56,0.00,13.4,0.0,13.4,0.0,-0.0,-0.0
969,969.11,1313.56,1313.56,0.00,13.4,0.0,13.4,0.0,-0.0,-0.0
970,970.08,1313.57,1313.56,-0.01,13.0,-0.4,13.4,0.0,-0.0,-0.0
971,971.04,1313.57,1313.56,-0.01,12.0,-0.4,13.4,-1.0,-0.0,-0.0
972,972.08,1313.56,1313.56,0.00,14.3,0.0,13.4,1.0,-0.0,-0.0
973,973.05,1313.57,1313.56,-0.01,12.0,-0.4,13.3,-1.0,-0.0,-0.0
974,974.09,1313.59,1313.56,-0.02,10.7,-0.7,13.3,-1.9,-0.0,-0.0
975,975.06,1313.60,1313.56,-0.04,11.3,-1.1,13.3,-1.0,-0.0,-0.0
976,976.10,1313.57,1313.56,-0.01,11.1,-0.4,13.3,-1.9,-0.0,-0.0
977,977.07,1313.55,1313.56,0.01,15.6,0.4,13.3,1.9,-0.0,-0.0
978,978.12,1313.57,1313.56,-0.01,12.9,-0.4,13.3,0.0,-0.0,-0.0
979,979.08,1313.56,1313.56,0.00,15.2,0.0,13.3,1.9,-0.0,-0.0
980,980.05,1313.56,1313.56,0.00,12.3,0.0,13.3,-0.9,-0.0,-0.0
981,981.10,1313.55,1313.56,0.01,15.5,0.4,13.3,1.9,-0.0,-0.0
982,982.06,1313.56,1313.56,0.00,14.2,0.0,13.3,1.0,-0.0,-0.0
983,983.10,1313.57,1313.56,-0.01,11.0,-0.4,13.3,-1.9,-0.0,-0.0
984,984.06,1313.59,1313.56,-0.02,11.6,-0.7,13.3,-0.9,-0.0,-0.0
985,985.12,1313.59,1313.56,-0.02,11.6,-0.7,13.3,-0.9,-0.0,-0.0
986,986.09,1313.59,1313.56,-0.02,12.5,-0.7,13.3,0.0,-0.0,-0.0
987,987.05,1313.57,1313.56,-0.01,13.8,-0.4,13.2,1.0,-0.0,-0.0
988,988.10,1313.59,1313.56,-0.02,8.7,-0.7,13.2,-3.8,-0.0,-0.0
989,989.06,1313.56,1313.56,0.00,13.2,0.0,13.2,0.0,-0.0,-0.0
990,990.09,1313.60,1313.56,-0.04,10.2,-1.1,13.2,-1.9,-0.0,-0.0
991,991.05,1313.56,1313.56,0.00,13.2,0.0,13.2,0.0,-0.0,-0.0
992,992.09,1313.57,1313.56,-0.01,11.9,-0.4,13.2,-0.9,-0.0,-0.0
993,993.05,1313.55,1313.56,0.01,15.5,0.4,13.2,1.9,-0.0,-0.0
994,994.09,1313.57,1313.56,-0.01,11.9,-0.4,13.2,-1.0,-0.0,-0.0
995,995.06,1313.57,1313.56,-0.01,11.9,-0.4,13.2,-0.9,-0.0,-0.0
996,996.09,1313.57,1313.56,-0.01,10.9,-0.4,13.2,-1.9,-0.0,-0.0
997,997.06,1313.59,1313.56,-0.02,13.4,-0.7,13.2,1.0,-0.0,-0.0
998,998.11,1313.59,1313.56,-0.02,11.5,-0.7,13.2,-0.9,-0.0,-0.0
999,999.07,1313.53,1313.56,0.04,15.2,1.1,13.2,1.0,-0.0,-0.0
1000,1000.11,1313.57,1313.56,-0.01,10.0,-0.4,13.2,-2.8,-0.0,-0.0
1001,1001.07,1313.56,1313.56,0.00,15.1,0.0,13.2,1.9,-0.0,-0.0
1002,1002.12,1313.57,1313.56,-0.01,10.9,-0.4,13.2,-1.9,-0.0,-0.0
1003,1003.09,1313.57,1313.56,-0.01,10.9,-0.4,13.1,-1.9,-0.0,-0.0
1004,1004.04,1313.55,1313.56,0.01,16.3,0.4,13.1,2.8,-0.0,-0.0
1005,1005.10,1313.56,1313.56,0.00,12.2,0.0,13.1,-0.9,-0.0,-0.0
1006,1006.05,1313.56,1313.56,0.00,13.1,0.0,13.1,0.0,-0.0,-0.0
1007,1007.10,1313.57,1313.56,-0.01,11.8,-0.4,13.1,-1.0,-0.0,-0.0
1008,1008.05,1313.57,1313.56,-0.01,10.8,-0.4,13.1,-1.9,-0.0,-0.0
1009,1009.11,1313.60,1313.56,-0.04,11.0,-1.1,13.1,-0.9,-0.0,-0.0
1010,1010.07,1313.57,1313.56,-0.01,11.8,-0.4,13.1,-1.0,-0.0,-0.0
1011,1011.11,1313.55,1313.56,0.01,15.4,0.4,13.1,1.9,-0.0,-0.0
1012,1012.09,1313.54,1313.56,0.02,16.6,0.7,13.1,2.8,-0.0,-0.0
1013,1013.06,1313.59,1313.56,-0.02,10.4,-0.7,13.1,-1.9,-0.0,-0.0
1014,1014.11,1313.57,1313.56,-0.01,13.6,-0.4,13.0,1.0,-0.0,-0.0
1015,1015.08,1313.55,1313.56,0.01,15.3,0.4,13.0,1.9,-0.0,-0.0
1016,1016.05,1313.56,1313.56,0.00,14.9,0.0,13.0,1.9,-0.0,-0.0
1017,1017.10,1313.56,1313.56,0.00,14.9,0.0,13.0,1.9,-0.0,-0.0
1018,1018.07,1313.57,1313.56,-0.01,13.6,-0.4,13.0,0.9,-0.0,-0.0
1019,1019.04,1313.59,1313.56,-0.02,9.4,-0.7,13.0,-2.9,-0.0,-0.0
1020,1020.08,1313.59,1313.56,-0.02,10.4,-0.7,13.0,-1.9,-0.0,-0.0
1021,1021.04,1313.57,1313.56,-0.01,14.6,-0.4,13.0,1.9,-0.0,-0.0
1022,1022.09,1313.55,1313.56,0.01,15.3,0.4,13.0,1.9,-0.0,-0.0
1023,1023.05,1313.59,1313.56,-0.02,10.3,-0.7,13.0,-1.9,-0.0,-0.0
1024,1024.09,1313.59,1313.56,-0.02,9.4,-0.7,13.0,-2.9,-0.0,-0.0
1025,1025.06,1313.59,1313.56,-0.02,12.2,-0.7,13.0,0.0,-0.0,-0.0
1026,1026.11,1313.56,1313.56,0.00,15.8,0.0,12.9,2.8,-0.0,-0.0
1027,1027.07,1313.54,1313.56,0.02,18.4,0.7,12.9,4.8,-0.0,-0.0
1028,1028.04,1313.55,1313.56,0.01,14.2,0.4,12.9,0.9,-0.0,-0.0
1029,1029.09,1313.56,1313.56,0.00,12.9,0.0,12.9,0.0,-0.0,-0.0
1030,1030.05,1313.61,1313.56,-0.05,8.6,-1.5,12.9,-2.9,-0.0,-0.0
1031,1031.09,1313.56,1313.56,0.00,14.8,0.0,12.9,1.9,-0.0,-0.0
1032,1032.07,1313.57,1313.56,-0.01,10.7,-0.4,12.9,-1.9,-0.0,-0.0
1033,1033.04,1313.56,1313.56,0.00,13.8,0.0,12.9,1.0,-0.0,-0.0
1034,1034.09,1313.56,1313.56,0.00,11.9,0.0,12.9,-1.0,-0.0,-0.0
1035,1035.06,1313.56,1313.56,0.00,12.9,0.0,12.9,0.0,-0.0,-0.0
1036,1036.10,1313.60,1313.56,-0.04,9.9,-1.1,12.9,-1.9,-0.0,-0.0
1037,1037.08,1313.59,1313.56,-0.02,11.2,-0.7,12.9,-0.9,-0.0,-0.0
1038,1038.04,1313.57,1313.56,-0.01,11.5,-0.4,12.9,-0.9,-0.0,-0.0
1039,1039.09,1313.56,1313.56,0.00,12.8,0.0,12.8,0.0,-0.0,-0.0
1040,1040.07,1313.53,1313.56,0.04,16.8,1.1,12.9,2.8,-0.0,-0.0
1041,1041.10,1313.55,1313.56,0.01,13.2,0.4,12.9,0.0,-0.0,-0.0
1042,1042.05,1313.57,1313.56,-0.01,10.6,-0.4,12.9,-1.9,-0.0,-0.0
1043,1043.09,1313.57,1313.56,-0.01,14.4,-0.4,12.8,1.9,-0.0,-0.0
1044,1044.09,1313.55,1313.56,0.01,15.0,0.4,12.8,1.8,-0.0,-0.0
1045,1045.05,1313.54,1313.56,0.02,15.5,0.7,12.8,1.9,-0.0,-0.0
1046,1046.09,1313.57,1313.56,-0.01,13.4,-0.4,12.8,1.0,-0.0,-0.0
1047,1047.06,1313.56,1313.56,0.00,13.8,0.0,12.8,1.0,-0.0,-0.0
1048,1048.10,1313.59,1313.56,-0.02,11.1,-0.7,12.8,-1.0,-0.0,-0.0
1049,1049.07,1313.55,1313.56,0.01,16.0,0.4,12.8,2.8,-0.0,-0.0
1050,1050.11,1313.57,1313.56,-0.01,11.5,-0.4,12.8,-1.0,-0.0,-0.0
1051,1051.08,1313.57,1313.56,-0.01,9.6,-0.4,12.8,-2.9,-0.0,-0.0
1052,1052.04,1313.59,1313.56,-0.02,9.2,-0.7,12.8,-2.9,-0.0,-0.0
1053,1053.10,1313.55,1313.56,0.01,14.1,0.4,12.8,0.9,-0.0,-0.0
1054,1054.06,1313.55,1313.56,0.01,14.1,0.4,12.8,0.9,-0.0,-0.0
1055,1055.11,1313.59,1313.56,-0.02,11.1,-0.7,12.8,-0.9,-0.0,-0.0
1056,1056.06,1313.59,1313.56,-0.02,11.1,-0.7,12.8,-1.0,-0.0,-0.0
1057,1057.11,1313.56,1313.56,0.00,12.8,0.0,12.8,0.0,-0.0,-0.0
1058,1058.07,1313.54,1313.56,0.02,13.5,0.7,12.8,0.0,-0.0,-0.0
1059,1059.04,1313.57,1313.56,-0.01,14.3,-0.4,12.8,1.9,-0.0,-0.0
1060,1060.08,1313.59,1313.56,-0.02,8.2,-0.7,12.8,-3.8,-0.0,-0.0
1061,1061.06,1313.59,1313.56,-0.02,11.1,-0.7,12.8,-0.9,-0.0,-0.0
1062,1062.10,1313.56,1313.56,0.00,14.6,0.0,12.7,1.9,-0.0,-0.0
1063,1063.07,1313.56,1313.56,0.00,12.7,0.0,12.7,0.0,-0.0,-0.0
1064,1064.11,1313.59,1313.56,-0.02,6.3,-0.7,12.7,-5.7,-0.0,-0.0
1065,1065.08,1313.56,1313.56,0.00,13.7,0.0,12.7,0.9,-0.0,-0.0
1066,1066.11,1313.56,1313.56,0.00,12.7,0.0,12.7,0.0,-0.0,-0.0
1067,1067.08,1313.54,1313.56,0.02,16.3,0.7,12.7,2.8,-0.0,-0.0
1068,1068.05,1313.56,1313.56,0.00,11.8,0.0,12.7,-1.0,-0.0,-0.0
1069,1069.09,1313.51,1313.56,0.05,19.8,1.5,12.7,5.7,-0.0,-0.0
1070,1070.05,1313.57,1313.56,-0.01,11.4,-0.4,12.7,-1.0,-0.0,-0.0
1071,1071.10,1313.59,1313.56,-0.02,10.0,-0.7,12.7,-1.9,-0.0,-0.0
1072,1072.05,1313.55,1313.56,0.01,14.0,0.4,12.7,1.0,-0.0,-0.0
1073,1073.10,1313.57,1313.56,-0.01,12.3,-0.4,12.7,0.0,-0.0,-0.0
1074,1074.06,1313.57,1313.56,-0.01,12.3,-0.4,12.7,0.0,-0.0,-0.0
1075,1075.11,1313.55,1313.56,0.01,15.9,0.4,12.7,2.9,-0.0,-0.0
1076,1076.07,1313.56,1313.56,0.00,14.6,0.0,12.6,1.9,-0.0,-0.0
1077,1077.11,1313.56,1313.56,0.00,13.6,0.0,12.6,1.0,-0.0,-0.0
1078,1078.09,1313.55,1313.56,0.01,13.0,0.4,12.7,0.0,-0.0,-0.0
1079,1079.05,1313.59,1313.56,-0.02,11.9,-0.7,12.6,0.0,-0.0,-0.0
1080,1080.11,1313.55,1313.56,0.01,13.0,0.4,12.6,0.0,-0.0,-0.0
1081,1081.06,1313.59,1313.56,-0.02,10.0,-0.7,12.6,-1.9,-0.0,-0.0
1082,1082.04,1313.55,1313.56,0.01,13.9,0.4,12.6,0.9,-0.0,-0.0
1083,1083.09,1313.56,1313.56,0.00,11.7,0.0,12.6,-1.0,-0.0,-0.0
1084,1084.06,1313.55,1313.56,0.01,13.9,0.4,12.6,0.9,-0.0,-0.0
1085,1085.11,1313.57,1313.56,-0.01,10.4,-0.4,12.6,-1.9,-0.0,-0.0
1086,1086.08,1313.59,1313.56,-0.02,10.0,-0.7,12.6,-1.9,-0.0,-0.0
1087,1087.04,1313.57,1313.56,-0.01,13.2,-0.4,12.6,0.9,-0.0,-0.0
1088,1088.09,1313.56,1313.56,0.00,11.7,0.0,12.6,-0.9,-0.0,-0.0
1089,1089.06,1313.56,1313.56,0.00,13.6,0.0,12.6,0.9,-0.0,-0.0
1090,1090.11,1313.59,1313.56,-0.02,9.0,-0.7,12.6,-2.8,-0.0,-0.0
1091,1091.07,1313.60,1313.56,-0.04,9.6,-1.1,12.6,-1.9,-0.0,-0.0
1092,1092.04,1313.55,1313.56,0.01,14.8,0.4,12.6,1.9,-0.0,-0.0
1093,1093.09,1313.56,1313.56,0.00,13.5,0.0,12.6,0.9,-0.0,-0.0
1094,1094.04,1313.56,1313.56,0.00,15.4,0.0,12.6,2.9,-0.0,-0.0
1095,1095.10,1313.59,1313.56,-0.02,9.9,-0.7,12.6,-1.9,-0.0,-0.0
1096,1096.06,1313.55,1313.56,0.01,13.9,0.4,12.6,0.9,-0.0,-0.0
1097,1097.11,1313.57,1313.56,-0.01,11.2,-0.4,12.6,-1.0,-0.0,-0.0
1098,1098.09,1313.59,1313.56,-0.02,9.9,-0.7,12.6,-1.9,-0.0,-0.0
1099,1099.06,1313.59,1313.56,-0.02,10.9,-0.7,12.5,-0.9,-0.0,-0.0
1100,1100.11,1313.55,1313.56,0.01,13.9,0.4,12.5,0.9,-0.0,-0.0
1101,1101.08,1313.56,1313.56,0.00,11.6,0.0,12.6,-0.9,-0.0,-0.0
1102,1102.04,1313.56,1313.56,0.00,12.5,0.0,12.5,0.0,-0.0,-0.0
1103,1103.09,1313.56,1313.56,0.00,13.5,0.0,12.5,0.9,-0.0,-0.0
1104,1104.05,1313.59,1313.56,-0.02,10.8,-0.7,12.5,-1.0,-0.0,-0.0
1105,1105.11,1313.57,1313.56,-0.01,13.1,-0.4,12.5,0.9,-0.0,-0.0
1106,1106.08,1313.57,1313.56,-0.01,12.1,-0.4,12.5,0.0,-0.0,-0.0
1107,1107.04,1313.57,1313.56,-0.01,11.2,-0.4,12.5,-1.0,-0.0,-0.0
1108,1108.08,1313.57,1313.56,-0.01,13.1,-0.4,12.5,1.0,-0.0,-0.0
1109,1109.05,1313.57,1313.56,-0.01,10.2,-0.4,12.5,-1.9,-0.0,-0.0
1110,1110.08,1313.57,1313.56,-0.01,10.2,-0.4,12.5,-1.9,-0.0,-0.0
1111,1111.11,1313.56,1313.56,0.00,12.5,0.0,12.5,0.0,-0.0,-0.0
1112,1112.08,1313.56,1313.56,0.00,12.5,0.0,12.5,0.0,-0.0,-0.0
1113,1113.04,1313.59,1313.56,-0.02,11.7,-0.7,12.5,0.0,-0.0,-0.0
1114,1114.07,1313.56,1313.56,0.00,12.5,0.0,12.5,0.0,-0.0,-0.0
1115,1115.11,1313.56,1313.56,0.00,14.4,0.0,12.5,1.9,-0.0,-0.0
1116,1116.07,1313.59,1313.56,-0.02,10.8,-0.7,12.4,-1.0,-0.0,-0.0
1117,1117.04,1313.59,1313.56,-0.02,9.8,-0.7,12.4,-1.9,-0.0,-0.0
1118,1118.08,1313.56,1313.56,0.00,11.5,0.0,12.4,-0.9,-0.0,-0.0
1119,1119.04,1313.57,1313.56,-0.01,10.2,-0.4,12.4,-1.9,-0.0,-0.0
1120,1120.09,1313.57,1313.56,-0.01,12.1,-0.4,12.4,0.0,-0.0,-0.0
1121,1121.06,1313.57,1313.56,-0.01,9.2,-0.4,12.4,-2.8,-0.0,-0.0
1122,1122.08,1313.60,1313.56,-0.04,8.5,-1.1,12.4,-2.9,-0.0,-0.0
1123,1123.05,1313.55,1313.56,0.01,13.8,0.4,12.4,1.0,-0.0,-0.0
1124,1124.08,1313.57,1313.56,-0.01,12.1,-0.4,12.4,0.0,-0.0,-0.0
1125,1125.06,1313.56,1313.56,0.00,13.4,0.0,12.4,0.9,-0.0,-0.0
1126,1126.11,1313.56,1313.56,0.00,13.4,0.0,12.4,0.9,-0.0,-0.0
1127,1127.08,1313.61,1313.56,-0.05,6.2,-1.5,12.4,-4.8,-0.0,-0.0
1128,1128.04,1313.57,1313.56,-0.01,10.1,-0.4,12.4,-1.9,-0.0,-0.0
1129,1129.09,1313.57,1313.56,-0.01,13.0,-0.4,12.4,1.0,-0.0,-0.0
1130,1130.05,1313.56,1313.56,0.00,11.5,0.0,12.4,-1.0,-0.0,-0.0
1131,1131.10,1313.59,1313.56,-0.02,10.7,-0.7,12.4,-0.9,-0.0,-0.0
1132,1132.05,1313.55,1313.56,0.01,15.7,0.4,12.4,2.9,-0.0,-0.0
1133,1133.09,1313.57,1313.56,-0.01,11.1,-0.4,12.4,-1.0,-0.0,-0.0
1134,1134.06,1313.54,1313.56,0.02,13.1,0.7,12.4,0.0,-0.0,-0.0
1135,1135.11,1313.57,1313.56,-0.01,12.0,-0.4,12.4,0.0,-0.0,-0.0
1136,1136.07,1313.59,1313.56,-0.02,11.6,-0.7,12.4,0.0,-0.0,-0.0
1137,1137.04,1313.55,1313.56,0.01,13.7,0.4,12.4,0.9,-0.0,-0.0
1138,1138.08,1313.57,1313.56,-0.01,12.0,-0.4,12.4,0.0,-0.0,-0.0
1139,1139.05,1313.56,1313.56,0.00,12.4,0.0,12.4,0.0,-0.0,-0.0
1140,1140.09,1313.56,1313.56,0.00,14.2,0.0,12.3,1.9,-0.0,-0.0
1141,1141.07,1313.57,1313.56,-0.01,10.1,-0.4,12.3,-1.9,-0.0,-0.0
1142,1142.10,1313.59,1313.56,-0.02,9.7,-0.7,12.3,-1.9,-0.0,-0.0
1143,1143.06,1313.57,1313.56,-0.01,11.0,-0.4,12.3,-1.0,-0.0,-0.0
1144,1144.10,1313.56,1313.56,0.00,14.2,0.0,12.3,1.9,-0.0,-0.0
1145,1145.07,1313.56,1313.56,0.00,13.2,0.0,12.3,0.9,-0.0,-0.0
1146,1146.10,1313.59,1313.56,-0.02,10.6,-0.7,12.3,-0.9,-0.0,-0.0
1147,1147.07,1313.57,1313.56,-0.01,13.8,-0.4,12.3,1.9,-0.0,-0.0
1148,1148.04,1313.56,1313.56,0.00,12.3,0.0,12.3,0.0,-0.0,-0.0
1149,1149.08,1313.54,1313.56,0.02,14.9,0.7,12.3,1.9,-0.0,-0.0
1150,1150.11,1313.57,1313.56,-0.01,11.9,-0.4,12.3,0.0,-0.0,-0.0
1151,1151.08,1313.55,1313.56,0.01,14.5,0.4,12.3,1.9,-0.0,-0.0
1152,1152.04,1313.59,1313.56,-0.02,8.7,-0.7,12.3,-2.8,-0.0,-0.0
1153,1153.10,1313.55,1313.56,0.01,12.6,0.4,12.3,0.0,-0.0,-0.0
1154,1154.06,1313.56,1313.56,0.00,15.1,0.0,12.3,2.9,-0.0,-0.0
1155,1155.11,1313.56,1313.56,0.00,13.2,0.0,12.3,1.0,-0.0,-0.0
1156,1156.09,1313.57,1313.56,-0.01,11.9,-0.4,12.3,0.0,-0.0,-0.0
1157,1157.06,1313.56,1313.56,0.00,13.2,0.0,12.3,1.0,-0.0,-0.0
1158,1158.11,1313.54,1313.56,0.02,15.8,0.7,12.2,2.8,-0.0,-0.0
1159,1159.07,1313.56,1313.56,0.00,15.1,0.0,12.2,2.9,-0.0,-0.0
1160,1160.11,1313.56,1313.56,0.00,14.2,0.0,12.2,1.9,-0.0,-0.0
1161,1161.07,1313.57,1313.56,-0.01,10.9,-0.4,12.2,-1.0,-0.0,-0.0
1162,1162.11,1313.55,1313.56,0.01,13.5,0.4,12.2,0.9,-0.0,-0.0
1163,1163.07,1313.57,1313.56,-0.01,10.0,-0.4,12.2,-1.9,-0.0,-0.0
1164,1164.11,1313.56,1313.56,0.00,13.2,0.0,12.2,0.9,-0.0,-0.0
1165,1165.09,1313.54,1313.56,0.02,16.7,0.7,12.2,3.7,-0.0,-0.0
1166,1166.05,1313.57,1313.56,-0.01,11.8,-0.4,12.2,0.0,-0.0,-0.0
1167,1167.10,1313.55,1313.56,0.01,15.4,0.4,12.2,2.9,-0.0,-0.0
1168,1168.06,1313.54,1313.56,0.02,14.8,0.7,12.2,1.9,-0.0,-0.0
1169,1169.09,1313.57,1313.56,-0.01,11.8,-0.4,12.2,0.0,-0.0,-0.0
1170,1170.05,1313.56,1313.56,0.00,12.2,0.0,12.2,0.0,-0.0,-0.0
1171,1171.09,1313.57,1313.56,-0.01,10.9,-0.4,12.2,-1.0,-0.0,-0.0
1172,1172.05,1313.56,1313.56,0.00,13.1,0.0,12.2,1.0,-0.0,-0.0
1173,1173.08,1313.59,1313.56,-0.02,8.6,-0.7,12.2,-2.9,-0.0,-0.0
1174,1174.04,1313.59,1313.56,-0.02,9.5,-0.7,12.2,-1.9,-0.0,-0.0
1175,1175.09,1313.57,1313.56,-0.01,9.9,-0.4,12.1,-1.9,-0.0,-0.0
1176,1176.05,1313.56,1313.56,0.00,12.1,0.0,12.1,0.0,-0.0,-0.0
1177,1177.11,1313.55,1313.56,0.01,12.5,0.4,12.1,0.0,-0.0,-0.0
1178,1178.05,1313.56,1313.56,0.00,11.2,0.0,12.1,-1.0,-0.0,-0.0
1179,1179.10,1313.56,1313.56,0.00,13.1,0.0,12.1,1.0,-0.0,-0.0
1180,1180.07,1313.55,1313.56,0.01,14.4,0.4,12.1,1.9,-0.0,-0.0
1181,1181.04,1313.56,1313.56,0.00,12.1,0.0,12.1,0.0,-0.0,-0.0
1182,1182.09,1313.55,1313.56,0.01,13.4,0.4,12.1,0.9,-0.0,-0.0
1183,1183.05,1313.57,1313.56,-0.01,9.9,-0.4,12.1,-1.9,-0.0,-0.0
1184,1184.09,1313.56,1313.56,0.00,13.1,0.0,12.1,1.0,-0.0,-0.0
1185,1185.07,1313.55,1313.56,0.01,14.4,0.4,12.1,1.9,-0.0,-0.0
1186,1186.12,1313.53,1313.56,0.04,16.1,1.1,12.1,2.8,-0.0,-0.0
1187,1187.08,1313.57,1313.56,-0.01,11.8,-0.4,12.1,0.0,-0.0,-0.0
1188,1188.05,1313.55,1313.56,0.01,13.4,0.4,12.1,0.9,-0.0,-0.0
1189,1189.09,1313.56,1313.56,0.00,11.2,0.0,12.1,-0.9,-0.0,-0.0
1190,1190.05,1313.56,1313.56,0.00,12.1,0.0,12.1,0.0,-0.0,-0.0
1191,1191.09,1313.60,1313.56,-0.04,7.2,-1.1,12.1,-3.8,-0.0,-0.0
1192,1192.07,1313.55,1313.56,0.01,13.4,0.4,12.1,0.9,-0.0,-0.0
1193,1193.11,1313.56,1313.56,0.00,13.1,0.0,12.1,0.9,-0.0,-0.0
1194,1194.08,1313.56,1313.56,0.00,14.0,0.0,12.1,1.9,-0.0,-0.0
1195,1195.05,1313.57,1313.56,-0.01,11.7,-0.4,12.1,0.0,-0.0,-0.0
1196,1196.09,1313.57,1313.56,-0.01,11.7,-0.4,12.1,0.0,-0.0,-0.0
1197,1197.05,1313.57,1313.56,-0.01,10.8,-0.4,12.1,-1.0,-0.0,-0.0
1198,1198.09,1313.57,1313.56,-0.01,11.7,-0.4,12.1,0.0,-0.0,-0.0
1199,1199.05,1313.54,1313.56,0.02,17.6,0.7,12.1,4.8,-0.0,-0.0
1200,1200.09,1313.56,1313.56,0.00,7.3,0.0,12.1,-4.8,-0.0,-0.0
1201,1201.07,1313.54,1313.56,0.02,15.6,0.7,12.1,2.8,-0.0,-0.0
1202,1202.05,1313.53,1313.56,0.04,17.0,1.1,12.1,3.8,-0.0,-0.0
1203,1203.09,1313.56,1313.56,0.00,14.0,0.0,12.1,1.9,-0.0,-0.0
1204,1204.06,1313.56,1313.56,0.00,11.1,0.0,12.1,-0.9,-0.0,-0.0
1205,1205.10,1313.54,1313.56,0.02,15.7,0.7,12.1,2.9,-0.0,-0.0
1206,1206.07,1313.60,1313.56,-0.04,10.0,-1.1,12.1,-0.9,-0.0,-0.0
1207,1207.12,1313.57,1313.56,-0.01,12.7,-0.4,12.1,0.9,-0.0,-0.0
1208,1208.08,1313.56,1313.56,0.00,14.0,0.0,12.0,1.9,-0.0,-0.0
1209,1209.05,1313.55,1313.56,0.01,11.5,0.4,12.1,-0.9,-0.0,-0.0
1210,1210.11,1313.60,1313.56,-0.04,9.1,-1.1,12.1,-1.9,-0.0,-0.0
1211,1211.08,1313.55,1313.56,0.01,12.4,0.4,12.1,0.0,-0.0,-0.0
1212,1212.05,1313.59,1313.56,-0.02,9.4,-0.7,12.0,-1.9,-0.0,-0.0
1213,1213.10,1313.54,1313.56,0.02,14.7,0.7,12.1,1.9,-0.0,-0.0
1214,1214.05,1313.59,1313.56,-0.02,8.5,-0.7,12.1,-2.9,-0.0,-0.0
1215,1215.10,1313.57,1313.56,-0.01,10.7,-0.4,12.1,-1.0,-0.0,-0.0
1216,1216.07,1313.60,1313.56,-0.04,8.1,-1.1,12.1,-2.8,-0.0,-0.0
1217,1217.11,1313.59,1313.56,-0.02,6.5,-0.7,12.1,-4.8,-0.0,-0.0
